u_id,q_id,student_key_stage,question_difficulty,subject,topic,question,correct_answer,student_answer,rater_1,rater_2,rater_3,human_agree,ground_truth,fewshot-gpt-3.5-turbo-0125,fewshot-gpt-4-0125-preview,zeroshot-gpt-3.5-turbo-0125,zeroshot-gpt-4-0125-preview,agree_fewshot-gpt-4-0125-preview
126,HiKS3E126,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she was not able to provide him a male heir,right,right,right,1,1,1,1,1,1,1
127,HiKS3E127,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,He wanted a male heir,wrong,right,right,0,1,1,1,1,1,1
128,HiKS3E128,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was old and hadn't have given him a chuld,wrong,wrong,wrong,1,0,0,0,0,0,1
129,HiKS3E129,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,"Because she didn't have a son
",right,right,right,1,1,0,1,0,1,0
130,HiKS3E130,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was to old to provide a son,right,right,right,1,1,0,1,0,1,0
131,HiKS3E131,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was unlikely to give him her son at her age,right,right,right,1,1,0,1,0,1,0
132,HiKS3E132,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was too old to provide him with a male heir,right,right,right,1,1,0,1,0,1,0
133,HiKS3E133,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was to old to provide him with a male son,right,right,right,1,1,0,1,0,1,0
134,HiKS3E134,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was unlikely to have any more children and Henry wanted a son heir,right,right,right,1,1,0,1,0,1,0
135,HiKS3E135,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,because she was too old to have any more children and he wanted a boy.,right,right,right,1,1,0,1,1,1,0
136,HiKS3E136,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She didn't give him a male heir,right,right,right,1,1,1,1,1,1,1
137,HiKS3E137,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she didn't provide a son for him and was too old to have children,right,right,right,1,1,0,1,0,1,0
138,HiKS3E138,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She hadn't given him a son,right,right,right,1,1,1,1,1,1,1
139,HiKS3E139,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She didnt give Henry no male children so when Henry died he would have a male heir,right,right,right,1,1,0,1,0,1,0
140,HiKS3E140,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Beca,wrong,wrong,wrong,1,0,0,0,0,0,1
141,HiKS3E141,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She couldn't have anymore children,wrong,wrong,wrong,1,0,0,1,0,1,0
142,HiKS3E142,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Henry didn't get a son and he found someone else that he likes,wrong,right,wrong,0,0,0,0,0,0,1
143,HiKS3E143,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,catherine was getting too old to provide henry with a son,right,right,right,1,1,0,1,0,1,0
144,HiKS3E144,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,God was punishing him because he was marrying his brothers wife,wrong,wrong,wrong,1,0,0,0,0,0,1
145,HiKS3E145,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,It was unlikely she would provide a child and Henry wanted a male heir,right,right,right,1,1,1,1,1,1,1
146,HiKS3E146,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,because she was getting old and it was unlikely for her to have a son,right,right,right,1,1,0,1,0,1,0
147,HiKS3E147,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She couldn`t give him a male heir.,right,right,right,1,1,1,1,1,1,1
148,HiKS3E148,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was too old,wrong,wrong,wrong,1,0,0,0,0,0,1
149,HiKS3E149,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She couldn't give him a male heir and he wanted to marry Anne boleyn,right,right,right,1,1,1,1,1,1,1
150,HiKS3E150,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,"Because she was very unlikely to have a child at her age
",wrong,wrong,wrong,1,0,0,1,0,1,0
1,HiKS2H1,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,Silures,right,right,right,1,1,1,1,1,1,1
2,HiKS2H2,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,"sirus
",right,wrong,wrong,0,0,0,0,0,0,1
3,HiKS2H3,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,wales,right,right,right,1,1,0,0,0,0,1
4,HiKS2H4,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,To Britannia,wrong,wrong,wrong,1,0,0,0,0,0,1
5,HiKS2H5,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,brigates,wrong,wrong,wrong,1,0,0,0,0,0,1
6,HiKS2H6,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,wales,right,right,right,1,1,0,0,0,0,1
7,HiKS2H7,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,brrights,wrong,wrong,wrong,1,0,0,0,0,0,1
8,HiKS2H8,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,wales,right,right,right,1,1,0,0,0,0,1
10,HiKS2H10,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,Wales,right,right,right,1,1,1,0,0,0,0
11,HiKS2H11,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,They fleed to Sulures (Wales),right,right,right,1,1,0,1,0,1,0
12,HiKS2H12,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,Silous tribe,right,right,right,1,1,0,0,0,0,1
13,HiKS2H13,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,Britania,wrong,wrong,wrong,1,0,0,0,0,0,1
14,HiKS2H14,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,Wales,right,right,right,1,1,1,0,0,0,0
15,HiKS2H15,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,in a rock,wrong,wrong,wrong,1,0,0,0,0,0,1
16,HiKS2H16,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,Caratus fled to the Silures tribe after the Romans invaded their lands,right,right,right,1,1,1,1,1,1,1
17,HiKS2H17,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,they invadded to the lands,wrong,wrong,wrong,1,0,0,0,0,0,1
18,HiKS2H18,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,wales,right,right,right,1,1,0,0,0,0,1
19,HiKS2H19,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,Caracatus fleed to Wales.,right,right,right,1,1,0,0,0,0,1
20,HiKS2H20,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,wales,right,right,right,1,1,0,0,0,0,1
21,HiKS2H21,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,The Silures tribe (Wales),right,right,right,1,1,1,1,1,1,1
22,HiKS2H22,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,happy,wrong,wrong,wrong,1,0,0,0,0,0,1
23,HiKS2H23,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,Wales,right,right,right,1,1,1,0,0,0,0
25,HiKS2H25,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,The Silues tribe,right,right,right,1,1,0,0,0,0,1
26,HiKS2H26,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,surlies tribe,right,wrong,right,0,1,0,1,0,0,0
27,HiKS2H27,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,silures tribes,right,right,right,1,1,0,1,0,1,0
28,HiKS2H28,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,"scotland
",wrong,wrong,wrong,1,0,0,0,0,0,1
29,HiKS2H29,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,brigantes,wrong,wrong,wrong,1,0,0,0,0,0,1
30,HiKS2H30,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,Tribe Silures,right,right,right,1,1,0,1,0,1,0
31,HiKS2H31,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,suils,wrong,wrong,wrong,1,0,0,0,0,0,1
32,HiKS2H32,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,sulius tribe,right,wrong,right,0,1,0,0,0,0,1
33,HiKS2H33,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,Sulis tribe,right,wrong,wrong,0,0,0,0,0,0,1
34,HiKS2H34,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,Londonium,wrong,wrong,wrong,1,0,0,0,0,0,1
35,HiKS2H35,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,waling street,wrong,wrong,wrong,1,0,0,0,0,0,1
36,HiKS2H36,KS2,hard,history,Roman Britiain,Where did Caratacus flee with his warriors after the Romans invaded their lands?,Caratacus fled to the Silures tribe,"suliurs tribe
",right,wrong,right,0,1,0,1,0,1,0
